title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,event_date_utc,continent,country
"M 6.7 - 55 km WSW of Kirakira, Solomon Islands",6.7,5,6,,0,696,us,392,0,18.7,mwc,35,-10.627,161.447,2010-06-26,,Solomon Islands
"M 6.6 - 135 km SSE of Biak, Indonesia",6.6,0,7,,0,670,us,309,0,25,mwc,10.5,-2.329,136.484,2010-06-16,,Indonesia
"M 7.0 - 121 km SSE of Biak, Indonesia",7,3,7,,0,755,us,307,0,18.1,mwc,18,-2.174,136.543,2010-06-16,,Indonesia
"M 7.5 - Nicobar Islands, India region",7.5,6,5,,0,1144,us,514,0,18.6,mwc,35,7.881,91.936,2010-06-12,,
"M 7.2 - 100 km WNW of Sola, Vanuatu",7.2,5,6,,0,804,us,327,0,11.7,mwc,31,-13.698,166.643,2010-05-27,,Vanuatu
"M 7.2 - 45 km SSW of Meulaboh, Indonesia",7.2,5,6,,0,918,us,611,0,20.6,mwc,38,3.748,96.018,2010-05-09,,Indonesia
"M 6.9 - 233 km NNW of Qamdo, China",6.9,6,9,,0,773,us,410,0,14.9,mwc,17,33.165,96.548,2010-04-13,Asia,People's Republic of China
"M 6.9 - 99 km WSW of Kirakira, Solomon Islands",6.9,4,5,,0,740,us,399,0,12.1,mwc,21,-10.878,161.116,2010-04-11,,
"M 7.8 - 75 km E of Sinabang, Indonesia",7.8,0,7,,0,936,us,352,0,19.2,mwc,31,2.383,97.048,2010-04-06,,Indonesia
"M 7.2 - 12km SW of Delta, B.C., MX",7.2,9,9,red,0,2910,ci,10,0.5137,239,mw,9.987,32.2862,-115.295,2010-04-04,North America,Mexico
"M 6.6 - 217 km N of Bamboo Flat, India",6.6,5,6,,0,701,us,413,0,16.7,mwc,34,13.667,92.831,2010-03-30,,India
"M 6.7 - 52 km NNW of Tomé, Chile",6.7,5,6,,0,856,us,312,0,34.7,mwc,18,-36.217,-73.257,2010-03-16,,
"M 6.5 - 59 km ENE of Namie, Japan",6.5,6,5,,0,810,us,491,0,27,mwc,32,37.745,141.59,2010-03-14,,
"M 7.0 - 52 km NW of Santa Cruz, Chile",7,7,7,,0,874,us,403,0,17.1,mwc,18,-34.326,-71.799,2010-03-11,South America,Chile
"M 6.9 - 61 km NW of Santa Cruz, Chile",6.9,7,7,,0,1280,us,415,0,12.5,mwc,11,-34.29,-71.891,2010-03-11,South America,Chile
"M 6.8 - 141 km W of Bengkulu, Indonesia",6.8,4,6,,0,717,us,401,0,23.2,mwc,26,-3.762,100.991,2010-03-05,,Indonesia
"M 6.6 - 23 km WNW of Talcahuano, Chile",6.6,7,7,,0,736,us,255,0,27.8,mwb,18,-36.665,-73.374,2010-03-05,,Chile
"M 6.5 - 48 km NW of Sola, Vanuatu",6.5,0,4,,0,650,us,426,0,18.7,mwb,176,-13.571,167.227,2010-03-04,,Vanuatu
"M 7.4 - 124 km W of Lebu, Chile",7.4,0,5,,0,842,us,409,0,17.6,mwc,35,-37.773,-75.048,2010-02-27,,
"M 8.8 - 36 km WNW of Quirihue, Chile",8.8,8,8,,0,1991,official,454,0,17.8,mww,22.9,-36.122,-72.898,2010-02-27,South America,Chile
"M 7.0 - 70 km SE of Katsuren-haebaru, Japan",7,6,6,,0,1180,us,487,0,15.7,mwc,25,25.93,128.425,2010-02-26,,
"M 7.0 - 10 km SE of Léogâne, Haiti",7,9,9,,0,1623,us,500,0,22.7,mwc,13,18.443,-72.571,2010-01-12,,Haiti
"M 6.5 - 37 km WNW of Ferndale, California",6.5,7,7,,0,1360,nc,51,0.3225,220,mw,28.737,40.652,-124.692,2010-01-10,North America,
"M 6.8 - 127 km SE of Gizo, Solomon Islands",6.8,3,6,,0,713,us,338,0,15,mwc,15.4,-9.019,157.551,2010-01-05,,
"M 7.1 - 94 km SE of Gizo, Solomon Islands",7.1,5,7,,0,780,us,377,0,15,mwc,10,-8.783,157.354,2010-01-03,,Solomon Islands
"M 6.6 - 98 km SE of Gizo, Solomon Islands",6.6,5,7,,0,672,us,282,0,16.6,mwc,10,-8.726,157.487,2010-01-03,,Solomon Islands
"M 6.5 - 92 km N of Iquique, Chile",6.5,6,7,,0,698,us,390,0,17.7,mwc,27,-19.394,-70.321,2009-11-13,South America,Chile
"M 7.3 - 77 km ENE of Ba, Fiji",7.3,0,4,,0,820,us,430,0,15,mwc,595,-17.239,178.331,2009-11-09,,Fiji
"M 6.6 - 29 km NNW of Bima, Indonesia",6.6,7,6,,0,677,us,305,0,20.4,mwc,18,-8.207,118.631,2009-11-08,,Indonesia
"M 6.8 - 98 km NNE of Naze, Japan",6.8,0,6,,0,711,us,424,0,21.4,mwc,34,29.218,129.782,2009-10-30,,
"M 6.9 - 268 km WSW of Tual, Indonesia",6.9,4,6,,0,972,us,397,0,11,mwc,130,-6.133,130.385,2009-10-24,,Indonesia
"M 6.8 - 188 km WNW of Sola, Vanuatu",6.8,0,5,,0,711,us,174,0,30.2,mwc,35,-13.298,165.91,2009-10-08,,
"M 7.4 - 143 km NW of Sola, Vanuatu",7.4,0,7,,0,842,us,314,0,20.2,mwc,31.1,-13.093,166.497,2009-10-07,,Vanuatu
"M 7.8 - 196 km NW of Sola, Vanuatu",7.8,0,6,,0,936,us,195,0,20.3,mwc,35,-12.517,166.382,2009-10-07,,
"M 7.7 - 148 km NW of Sola, Vanuatu",7.7,4,7,,0,916,us,283,0,23.2,mww,45,-13.006,166.51,2009-10-07,,Vanuatu
"M 6.6 - 49 km SSE of Sungai Penuh, Indonesia",6.6,7,7,,0,787,us,417,0,30.1,mwc,9,-2.482,101.524,2009-10-01,,Indonesia
"M 7.6 - 30 km WSW of Pariaman, Indonesia",7.6,8,8,,0,1639,us,498,0,14,mwc,81,-0.72,99.867,2009-09-30,,Indonesia
"M 8.1 - 168 km SSW of Matavai, Samoa",8.1,7,6,,0,1055,us,520,0,20.8,mwc,18,-15.489,-172.095,2009-09-29,,
"M 7.0 - 66 km SSW of Banjar, Indonesia",7,7,7,,0,1175,us,312,0,16.3,mwc,46,-7.782,107.297,2009-09-02,,Indonesia
"M 6.7 - 112 km WSW of Padang, Indonesia",6.7,5,6,,0,753,us,369,0,14.9,mwc,20,-1.479,99.49,2009-08-16,,Indonesia
"M 6.6 - 244 km SSE of Tateyama, Japan",6.6,4,5,,0,703,us,336,0,14.1,mwc,53,32.821,140.395,2009-08-12,,
"M 7.5 - 266 km N of Bamboo Flat, India",7.5,7,6,,0,1248,us,303,0,18.2,mwc,24,14.099,92.902,2009-08-10,,
"M 7.1 - 161 km S of ?yama, Japan",7.1,5,4,,0,1005,us,447,0,14.2,mwc,292,33.167,137.944,2009-08-09,,
"M 6.9 - 96 km WNW of Bahía de Kino, Mexico",6.9,5,7,,0,1202,us,243,0,35,mwc,10,29.039,-112.903,2009-08-03,North America,Mexico
"M 7.8 - 97 km WSW of Te Anau, New Zealand",7.8,6,8,,0,1165,us,434,0,16.8,mwc,12,-45.762,166.562,2009-07-15,,New Zealand
"M 6.7 - 190 km ESE of Kokopo, Papua New Guinea",6.7,5,5,,0,693,us,269,0,13.8,mwc,64,-5.157,153.782,2009-06-23,,Papua New Guinea
"M 7.3 - 46 km NW of Guanaja, Honduras",7.3,7,8,,0,1560,us,464,0,27.2,mwc,19,16.731,-86.217,2009-05-28,,
"M 7.6 - 191 km S of ‘Ohonua, Tonga",7.6,7,5,,0,916,us,504,0,14,mwc,31,-23.043,-174.66,2009-03-19,,
"M 7.2 - 196 km SSE of Sarangani, Philippines",7.2,3,7,,0,802,us,432,0,18.6,mwc,20,3.886,126.387,2009-02-11,,Indonesia
"M 7.4 - 86 km WNW of Manokwari, Indonesia",7.4,7,7,,0,846,us,314,0,21.1,mwc,23,-0.691,133.305,2009-01-03,,Indonesia
"M 6.6 - 50 km S of Jurm, Afghanistan",6.6,5,4,,0,765,us,344,0,22.6,mwc,204.8,36.419,70.743,2009-01-03,Asia,Afghanistan
"M 7.7 - 140 km WNW of Manokwari, Indonesia",7.7,5,7,,0,918,us,288,0,29.8,mwc,17,-0.414,132.885,2009-01-03,,Indonesia
"M 7.4 - 135 km NW of Gorontalo, Indonesia",7.4,9,7,,0,848,us,365,0,33.7,mww,30,1.271,122.091,2008-11-16,,Indonesia
"M 6.7 - 19 km SW of Brisas Barra de Suchiate, Mexico",6.7,5,6,,0,731,us,481,0,28.6,mwc,24,14.423,-92.364,2008-10-16,,Mexico
"M 6.7 - 131 km SE of Nookat, Kyrgyzstan",6.7,0,6,,0,691,us,529,0,22.3,mwc,27.4,39.533,73.824,2008-10-05,Asia,Kyrgyzstan
"M 6.8 - 122 km SSE of Obihiro, Japan",6.8,0,6,,0,711,us,500,0,22.2,mwc,25,41.892,143.754,2008-09-11,,
"M 6.6 - 73 km WNW of Tobelo, Indonesia",6.6,0,6,,0,670,us,463,0,14.1,mwc,96,1.885,127.363,2008-09-11,,Indonesia
"M 6.9 - 75 km WNW of Sola, Vanuatu",6.9,0,6,,0,732,us,531,0,14.9,mwc,110,-13.501,166.967,2008-09-08,,Vanuatu
"M 6.7 - 221 km NE of Jumla, Nepal",6.7,4,7,,0,692,us,325,0,28,mwc,12,30.901,83.52,2008-08-25,Asia,People's Republic of China
"M 6.8 - 29 km ENE of Morioka, Japan",6.8,8,7,,0,1046,us,633,0,20.2,mwc,108,39.802,141.464,2008-07-23,Asia,Japan
"M 7.0 - 107 km E of Namie, Japan",7,5,5,,0,840,us,577,0,18.2,mwc,22,37.552,142.214,2008-07-19,,
"M 6.9 - 151 km E of Namie, Japan",6.9,5,5,,0,825,duputel,0,0,0,mww,25.5,37.55,142.714,2008-07-19,,
"M 6.6 - 124 km SW of Bamboo Flat, India",6.6,4,5,,0,680,us,630,0,18.4,mwc,17,11.005,91.824,2008-06-27,,
"M 6.9 - 24 km WSW of Mizusawa, Japan",6.9,7,8,,0,888,us,654,0,17.1,mwc,7.8,39.03,140.881,2008-06-13,Asia,Japan
"M 7.9 - 58 km W of Tianpeng, China",7.9,9,9,,0,1870,us,774,0,11.3,mwc,19,31.002,103.322,2008-05-12,Asia,People's Republic of China
"M 6.9 - 78 km NE of Hasaki, Japan",6.9,5,5,,0,910,us,519,0,21.1,mwc,27,36.164,141.526,2008-05-07,,
"M 7.3 - 71 km SW of Isangel, Vanuatu",7.3,0,6,,0,820,us,486,0,13.4,mwc,33,-20.071,168.892,2008-04-09,,
"M 7.2 - 226 km SE of Hotan, China",7.2,0,7,,0,798,us,532,0,25.9,mwc,10,35.49,81.467,2008-03-20,Asia,People's Republic of China
M 6.9 - Philippine Islands region,6.9,4,5,,0,740,us,544,0,25.9,mwc,24,13.351,125.63,2008-03-03,,
"M 6.7 - 155 km SSW of Padang, Indonesia",6.7,5,6,,0,696,us,543,0,15.1,mwc,25,-2.245,99.808,2008-02-25,,Indonesia
"M 6.6 - 161 km SSW of Padang, Indonesia",6.6,4,6,,0,674,us,421,0,17.7,mwc,25,-2.332,99.891,2008-02-25,,Indonesia
"M 7.2 - 164 km WSW of Sungai Penuh, Indonesia",7.2,4,7,,0,832,us,505,0,18.4,mwc,25,-2.486,99.972,2008-02-25,,Indonesia
"M 6.5 - 166 km WSW of Sungai Penuh, Indonesia",6.5,4,6,,0,654,us,429,0,28.3,mwc,22,-2.405,99.931,2008-02-24,,Indonesia
"M 7.4 - 56 km NW of Sinabang, Indonesia",7.4,5,7,,0,914,us,607,0,16.4,mwc,26,2.768,95.964,2008-02-20,,Indonesia
"M 6.5 - 50 km S of Koróni, Greece",6.5,8,5,,0,692,us,650,0,30.7,mwc,28,36.345,21.863,2008-02-14,Europe,
"M 6.9 - 35 km S of Methóni, Greece",6.9,6,6,,0,941,us,645,0,30.6,mwc,29,36.501,21.67,2008-02-14,Europe,
"M 6.5 - 9 km SSW of General Pascual Fentes, Mexico",6.5,7,6,,0,723,us,521,0,27.6,mwc,83,16.357,-94.304,2008-02-12,,Mexico
"M 6.6 - 46 km SSE of Gisborne, New Zealand",6.6,7,6,,0,808,us,461,0,18.8,mwc,20,-39.011,178.291,2007-12-20,,
"M 6.7 - 80 km NNE of Antofagasta, Chile",6.7,5,7,,0,704,us,481,0,30.3,mwb,45,-22.954,-70.182,2007-12-16,South America,Chile
"M 7.4 - 18 km WNW of Basse-Pointe, Martinique",7.4,7,7,,0,1542,us,663,0,13.4,mwb,156,14.944,-61.274,2007-11-29,,Martinique
"M 6.6 - 60 km SSE of Kirakira, Solomon Islands",6.6,3,6,,0,672,us,280,0,26.9,mwc,16,-10.95,162.149,2007-11-27,,Solomon Islands
"M 6.5 - 34 km N of Dompu, Indonesia",6.5,5,7,,0,653,us,272,0,27.6,mwc,18,-8.224,118.467,2007-11-25,,Indonesia
"M 6.5 - 28 km NNW of Dompu, Indonesia",6.5,7,7,,0,657,us,353,0,27.5,mwc,20,-8.292,118.37,2007-11-25,,Indonesia
"M 6.8 - 107 km N of Lae, Papua New Guinea",6.8,6,6,,0,722,us,341,0,15.9,mwc,53,-5.757,147.098,2007-11-22,,Papua New Guinea
"M 6.8 - 30 km E of Macas, Ecuador",6.8,7,6,,0,790,us,649,0,27,mwc,122.9,-2.312,-77.838,2007-11-16,South America,Ecuador
"M 6.8 - 82 km NNE of Antofagasta, Chile",6.8,6,7,,0,716,us,285,0,40.1,mwc,26,-22.925,-70.237,2007-11-15,South America,Chile
"M 7.7 - 36 km ESE of Tocopilla, Chile",7.7,8,7,,0,995,us,610,0,22.4,mwc,40,-22.247,-69.89,2007-11-14,South America,Chile
"M 6.8 - 138 km W of Bengkulu, Indonesia",6.8,3,5,,0,713,us,494,0,23.9,mwc,21,-3.899,101.02,2007-10-24,,Indonesia
"M 6.8 - 70 km N of Te Anau, New Zealand",6.8,4,7,,0,744,us,338,0,19,mwc,18,-44.796,167.553,2007-10-15,,New Zealand
"M 6.8 - 154 km ESE of Kokopo, Papua New Guinea",6.8,4,5,,0,713,us,348,0,15.5,mwc,40,-4.99,153.5,2007-09-26,,Papua New Guinea
"M 6.7 - 118 km SSW of Padang, Indonesia",6.7,3,5,,0,696,us,503,0,26.9,mwc,30,-1.999,100.141,2007-09-20,,Indonesia
"M 7.0 - 153 km SSW of Padang, Indonesia",7,4,7,,0,768,us,537,0,23.1,mwc,22,-2.13,99.627,2007-09-13,,Indonesia
"M 6.5 - Kepulauan Mentawai region, Indonesia",6.5,0,5,,0,650,us,409,0,26.2,mwc,28.9,-1.689,99.668,2007-09-13,,Indonesia
"M 7.9 - 87 km SW of Sungai Penuh, Indonesia",7.9,8,7,,0,1133,us,446,0,29.1,mwc,35,-2.625,100.841,2007-09-12,,Indonesia
"M 7.8 - 148 km WSW of Sungai Penuh, Indonesia",7.8,7,8,,0,1152,duputel,0,0,0,mww,40.5,-2.52,100.139,2007-09-12,Asia,Indonesia
"M 8.4 - 122 km SW of Bengkulu, Indonesia",8.4,0,6,,0,1086,official,411,0,32.3,mww,34,-4.438,101.367,2007-09-12,,Indonesia
"M 6.8 - 39 km WNW of Timbiquí, Colombia",6.8,5,6,,0,747,us,653,0,17.6,mwc,15,2.966,-77.963,2007-09-10,,Colombia
"M 7.2 - 97 km S of Lata, Solomon Islands",7.2,0,5,,0,798,us,312,0,21.3,mwc,35,-11.61,165.762,2007-09-02,,
"M 6.5 - 31 km WSW of Malango, Solomon Islands",6.5,5,6,,0,675,us,382,0,12.8,mwc,15,-9.834,159.465,2007-08-16,,
"M 8.0 - 41 km SW of San Vicente de Cañete, Peru",8,9,8,,0,1385,us,625,0,25.7,mwc,39,-13.386,-76.603,2007-08-15,,Peru
"M 7.5 - 35 km NNE of Rengasdengklok, Indonesia",7.5,0,5,,0,865,us,228,0,30.7,mwc,280,-5.859,107.419,2007-08-08,,Indonesia
"M 7.2 - 56 km E of Luganville, Vanuatu",7.2,7,7,,0,803,us,494,0,20.4,mwb,120,-15.595,167.68,2007-08-01,,Vanuatu
"M 6.9 - 140 km NNW of Tobelo, Indonesia",6.9,3,5,,0,734,us,374,0,24.1,mwb,25,2.872,127.464,2007-07-26,,Indonesia
"M 6.8 - 133 km WNW of Mikuni, Japan",6.8,5,4,,0,779,us,664,0,18.2,mwb,350.4,36.808,134.85,2007-07-16,,
"M 6.6 - 20 km NNW of Kashiwazaki, Japan",6.6,8,8,,0,831,us,782,0,16.7,mwc,12,37.535,138.446,2007-07-16,Asia,Japan
"M 6.7 - 43 km SSE of Iztapa, Guatemala",6.7,6,6,,0,972,us,468,0,37.7,mwc,23,13.554,-90.618,2007-06-13,,
"M 6.9 - 113 km SSE of Panguna, Papua New Guinea",6.9,0,7,,0,732,us,305,0,15.3,mwc,10,-7.306,155.741,2007-04-01,,Solomon Islands
"M 6.6 - 99 km SSE of Panguna, Papua New Guinea",6.6,0,7,,0,670,us,251,0,16,mb,10,-7.169,155.777,2007-04-01,,Solomon Islands
"M 8.1 - 45 km SSE of Gizo, Solomon Islands",8.1,9,8,,0,1025,us,439,0,14.7,mwc,24,-8.466,157.043,2007-04-01,,Solomon Islands
"M 6.7 - 46 km NW of Nanao, Japan",6.7,7,8,,0,782,us,493,0,23.9,mwc,8,37.336,136.588,2007-03-25,Asia,Japan
"M 7.1 - 119 km S of Isangel, Vanuatu",7.1,3,6,,0,779,us,426,0,25.3,mwb,34,-20.617,169.357,2007-03-25,,
"M 6.7 - 206 km SSW of Sofifi, Indonesia",6.7,0,6,,0,691,us,253,0,40.3,mwc,12,-1.034,126.976,2007-02-20,,Indonesia
"M 7.5 - 126 km WNW of Ternate, Indonesia",7.5,6,5,,0,874,us,570,0,21.6,mwc,22,1.065,126.282,2007-01-21,,Indonesia
M 8.1 - east of the Kuril Islands,8.1,4,5,,0,1034,us,606,0,14,mwc,10,46.243,154.524,2007-01-13,,
"M 6.9 - 26 km W of Hengchun, Taiwan",6.9,6,7,,0,798,us,466,0,31.6,mwc,10,21.974,120.493,2006-12-26,Asia,Taiwan
"M 7.1 - 30 km SW of Hengchun, Taiwan",7.1,8,7,,0,1023,us,744,0,29.1,mwb,10,21.799,120.547,2006-12-26,Asia,Taiwan
M 8.3 - Kuril Islands,8.3,4,7,,0,1064,us,576,0,20.9,mwc,10,46.592,153.266,2006-11-15,,
"M 6.6 - 155 km SE of Kimbe, Papua New Guinea",6.6,0,6,,0,670,us,352,0,18.6,mwc,11,-6.482,151.195,2006-11-07,,
"M 6.7 - 52 km SW of San Vicente de Cañete, Peru",6.7,5,6,,0,732,us,444,0,53.4,mwc,23,-13.457,-76.677,2006-10-20,,Peru
"M 6.7 - 100 km ESE of Kimbe, Papua New Guinea",6.7,5,6,,0,692,us,533,0,15.6,mwc,32,-5.881,150.982,2006-10-17,,Papua New Guinea
"M 6.7 - 14 km SW of Puako, Hawaii",6.7,8,9,,0,1481,hv,43,0,124,md,38.182,19.877,-155.935,2006-10-15,,United States of America
"M 6.9 - 201 km ESE of Hihifo, Tonga",6.9,3,3,,0,737,us,702,0,20.9,mwc,28,-16.592,-172.033,2006-09-28,,
"M 6.8 - 49 km S of Panguna, Papua New Guinea",6.8,0,6,,0,711,us,459,0,28.4,mwb,38,-6.759,155.512,2006-09-01,,Papua New Guinea
"M 6.5 - 81 km ESE of Ozernovskiy, Russia",6.5,0,6,,0,650,us,700,0,47.4,mwb,43,51.148,157.522,2006-08-24,Asia,Russia
"M 6.8 - 51 km NE of Norsup, Vanuatu",6.8,5,5,,0,713,us,551,0,26.2,mwb,150,-15.798,167.789,2006-08-07,,Vanuatu
"M 7.7 - 226 km SSW of Singaparna, Indonesia",7.7,7,5,,0,947,us,357,0,36.8,mwc,20,-9.284,107.419,2006-07-17,,
"M 6.5 - 111 km E of Kimbe, Papua New Guinea",6.5,0,6,,0,650,us,477,0,20.3,mwc,34,-5.724,151.133,2006-05-28,,Papua New Guinea
"M 6.6 - 42 km NNW of Tilichiki, Russia",6.6,0,7,,0,670,us,548,0,28,mwc,19,60.772,165.743,2006-05-22,Asia,Russia
"M 6.8 - 256 km SSW of Singkil, Indonesia",6.8,4,5,,0,719,us,701,0,16.3,mwb,12,0.093,97.05,2006-05-16,,
"M 8.0 - 47 km SSE of Pangai, Tonga",8,7,7,,0,1013,us,626,0,20.7,mwc,55,-20.187,-174.123,2006-05-03,,
"M 8.0 - 50 km ESE of Pangai, Tonga",8,8,9,,0,1026,duputel,0,0,0,mww,60.5,-19.99,-173.907,2006-05-03,,
"M 6.5 - 73 km WNW of Copiapó, Chile",6.5,7,7,,0,653,us,282,0,46.3,mwc,12,-27.211,-71.056,2006-04-30,,Chile
"M 6.7 - 78 km WNW of Copiapó, Chile",6.7,6,7,,0,696,us,277,0,25.6,mwb,12,-27.017,-71.022,2006-04-30,,Chile
"M 6.6 - 80 km E of Tilichiki, Russia",6.6,0,8,,0,670,us,645,0,28.4,mwc,11,60.491,167.516,2006-04-29,Asia,Russia
"M 7.6 - 80 km NE of Tilichiki, Russia",7.6,0,8,,0,889,us,579,0,18.5,mwc,22,60.949,167.089,2006-04-20,Asia,Russia
"M 6.5 - 130 km NNW of Lautoka, Fiji",6.5,3,5,,0,654,us,247,0,25.5,mwc,14,-16.527,176.989,2006-04-07,,
"M 6.7 - 108 km W of Ambon, Indonesia",6.7,0,7,,0,691,us,306,0,21.3,mwb,30.1,-3.595,127.214,2006-03-14,,Indonesia
"M 7.0 - 160 km SE of Chipinge, Zimbabwe",7,5,9,,0,891,us,412,0,23.2,mwb,11,-21.324,33.583,2006-02-22,Africa,Mozambique
"M 6.7 - 26 km NE of Kýthira, Greece",6.7,7,6,,0,934,us,769,0,19.7,mwb,66,36.311,23.212,2006-01-08,Europe,Greece
"M 6.6 - 75 km SSW of Bahía de Kino, Mexico",6.6,7,6,,0,703,us,323,0,48.2,mwc,14,28.164,-112.117,2006-01-04,,
"M 6.5 - 53 km SW of Ashk?sham, Afghanistan",6.5,6,5,,0,721,us,529,0,20.5,mwb,224.6,36.357,71.093,2005-12-12,Asia,Afghanistan
"M 6.8 - 76 km ESE of Kalemie, Democratic Republic of the Congo",6.8,5,7,,0,744,us,561,0,20,mwc,22,-6.224,29.83,2005-12-05,Africa,Tanzania
"M 6.5 - 80 km ESE of Ishinomaki, Japan",6.5,4,5,,0,683,us,464,0,48.8,mwc,29,38.089,142.122,2005-12-02,,
"M 6.5 - 57 km SE of Sinabang, Indonesia",6.5,3,6,,0,651,us,358,0,20.7,mwb,21,2.164,96.786,2005-11-19,,Indonesia
"M 6.8 - 68 km NNE of San Pedro de Atacama, Chile",6.8,0,6,,0,711,us,509,0,30.1,mwb,147,-22.361,-67.895,2005-11-17,South America,Bolivia
"M 7.6 - 21 km NNE of Muzaffar?b?d, Pakistan",7.6,9,9,,0,1267,us,724,0,21.1,mwc,26,34.539,73.588,2005-10-08,Asia,Pakistan
"M 6.6 - 129 km SSW of Kokopo, Papua New Guinea",6.6,0,6,,0,670,us,402,0,17.7,mwc,25,-5.437,151.84,2005-09-29,,Papua New Guinea
"M 7.5 - 39 km NW of Yurimaguas, Peru",7.5,8,7,,0,1018,us,696,0,26.2,mwb,115,-5.678,-76.398,2005-09-26,South America,Peru
"M 7.6 - 135 km E of Kokopo, Papua New Guinea",7.6,5,7,,0,891,us,502,0,20,mwc,90,-4.539,153.474,2005-09-09,,Papua New Guinea
"M 7.2 - 66 km ESE of Ishinomaki, Japan",7.2,7,7,,0,1104,us,698,0,19.6,mwc,36,38.276,142.039,2005-08-16,,
"M 7.2 - Nicobar Islands, India region",7.2,4,5,,0,808,us,636,0,26.4,mwc,16,7.92,92.19,2005-07-24,,
"M 6.7 - 94 km WSW of Singkil, Indonesia",6.7,3,6,,0,693,us,398,0,22.3,mwc,21,1.819,97.082,2005-07-05,,Indonesia
"M 6.6 - 32 km W of San Juan del Sur, Nicaragua",6.6,6,5,,0,719,us,446,0,21.1,mwc,27,11.245,-86.172,2005-07-02,,
"M 7.2 - 153 km W of Big Lagoon, California",7.2,5,4,,0,1318,us,420,0,31.4,mwc,16,41.292,-125.953,2005-06-15,,
"M 7.8 - 102 km ENE of Iquique, Chile",7.8,8,7,,0,1020,us,714,0,16.1,mwb,115.6,-19.987,-69.197,2005-06-13,South America,Chile
"M 6.9 - 89 km WSW of Singkil, Indonesia",6.9,5,7,,0,740,us,635,0,26,mwc,30,1.989,97.041,2005-05-19,,Indonesia
"M 6.7 - 125 km SW of Padangsidempuan, Indonesia",6.7,6,5,,0,731,us,695,0,20.9,mwb,34,0.587,98.459,2005-05-14,,Indonesia
"M 6.5 - 106 km SW of Padang, Indonesia",6.5,3,6,,0,657,us,478,0,21.2,mwc,30,-1.714,99.779,2005-04-10,,Indonesia
"M 6.7 - 113 km SW of Padang, Indonesia",6.7,5,6,,0,717,us,656,0,21.2,mwc,19,-1.644,99.607,2005-04-10,,Indonesia
"M 8.6 - 78 km WSW of Singkil, Indonesia",8.6,0,8,,0,1138,official,510,0,22.1,mww,30,2.085,97.108,2005-03-28,,Indonesia
"M 6.6 - 28 km NNW of Maebaru-ch??, Japan",6.6,8,7,,0,805,us,401,0,22.9,mwc,10,33.807,130.131,2005-03-20,Asia,Japan
M 7.1 - Banda Sea,7.1,0,5,,0,776,us,569,0,18.1,mwb,201.7,-6.527,129.933,2005-03-02,,Indonesia
"M 6.8 - 99 km WNW of Sinabang, Indonesia",6.8,0,6,,0,711,us,444,0,33.8,mwb,36,2.908,95.592,2005-02-26,,Indonesia
"M 6.5 - 81 km SSW of Katabu, Indonesia",6.5,0,7,,0,650,us,371,0,31.8,mwb,10,-5.562,122.129,2005-02-19,,Indonesia
"M 6.5 - Pulau-Pulau Talaud, Indonesia",6.5,3,5,,0,652,us,286,0,47.3,mwc,39.7,4.756,126.421,2005-02-15,,Indonesia
"M 6.7 - 52 km SW of Sola, Vanuatu",6.7,0,4,,0,691,us,457,0,30.2,mwb,206.3,-14.252,167.259,2005-02-08,,Vanuatu
"M 7.1 - 138 km SW of Palimbang, Philippines",7.1,7,3,,0,782,us,640,0,26.4,mwc,525,5.293,123.337,2005-02-05,,
"M 6.6 - 161 km SE of Katsuura, Japan",6.6,6,4,,0,676,us,225,0,78.5,mwc,27.8,34.064,141.491,2005-01-19,,
"M 6.6 - Nicobar Islands, India region",6.6,0,5,,0,670,us,353,0,31.9,mwc,16.1,8.879,92.375,2004-12-26,,
"M 7.2 - 284 km WNW of Sabang, Indonesia",7.2,5,6,,0,802,us,385,0,27.9,mwc,39.2,6.91,92.958,2004-12-26,,
M 9.1 - 2004 Sumatra - Andaman Islands Earthquake,9.1,0,8,,0,1274,official,601,0,22,mw,30,3.295,95.982,2004-12-26,,Indonesia
M 8.1 - north of Macquarie Island,8.1,0,5,,0,1009,us,331,0,59.3,mwc,10,-49.312,161.345,2004-12-23,,
"M 6.8 - 36 km S of George Town, Cayman Islands",6.8,5,6,,0,858,us,639,0,21.8,mwb,10,18.958,-81.409,2004-12-14,,
"M 6.8 - 54 km SSW of Nemuro, Japan",6.8,4,7,,0,724,us,759,0,23.6,mwb,35,42.9,145.228,2004-12-06,Asia,Japan
"M 7.0 - 51 km SW of Nemuro, Japan",7,4,7,,0,771,us,929,0,23.9,mwb,39,43.006,145.119,2004-11-28,Asia,Japan
"M 7.1 - 29 km SSW of Nabire, Indonesia",7.1,0,7,,0,776,us,439,0,28.8,mwc,10,-3.609,135.404,2004-11-26,,Indonesia
"M 7.1 - 255 km W of Riverton, New Zealand",7.1,5,5,,0,782,us,585,0,14.7,mwc,10,-46.676,164.721,2004-11-22,,
"M 7.2 - 32 km SSW of Pizarro, Colombia",7.2,8,8,,0,820,us,708,0,50.2,mwb,15,4.695,-77.508,2004-11-15,,Colombia
"M 7.5 - 63 km NW of Maubara, Timor Leste",7.5,5,7,,0,870,us,301,0,33.8,mwc,10,-8.152,124.868,2004-11-11,,Indonesia
